,노트북 이름,가격,노트북유형,운영체제,화면정보,CPU,램,그래픽,저장장치,네트워크,영상입출력,단자,부가기능,입력장치,파워,주요제원,리퍼비시
103,레노버 요가 Slim7 Carbon 13IAP7 82U90033KR,"1,429,840",노트북,윈도우11홈,33.78cm(13.3인치)/2560x1600(WQXGA)/400nit/주사율:90Hz/,인텔/코어i5-12세대/i5-1240P (1.7GHz)/12코어(4P+8E)/,LPDDR5(온보드)/램 용량:16GB/4800MHz/ 램 교체: 불가능 /,내장그래픽 / Iris Xe /,M.2(NVMe)/512GB/저장 슬롯:1개/,무선랜: 802.11ax(Wi-Fi 6E) /,웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 /,얼굴 인식/ 웹캠OFF 지원 /고속충전/USB-PD/DP Alt Mode/MIL-STD/,키보드 라이트/ㅡ형 방향키/,배터리:50Wh/충전단자:타입C/,두께:14.8mm/무게:972g/ 쿨링팬: 1개 / 색상: 화이트,
104,MSI GF시리즈 Sword GF76 B12VEK WIN11 64GB램,"1,588,910",노트북,윈도우11(설치),43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12650H (2.3GHz)/10코어(6P+4E)/,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX4050/TGP:105W/VRAM:6GB/MUX 스위치/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/충전단자:DC/,두께:25.2mm/무게:2.6kg/ 쿨링팬: 2개 / 색상: 블랙,
105,에이서 니트로 5 AN515-58-78TE,"1,390,000",노트북,미포함(프리도스),39.62cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12650H (2.3GHz)/10코어(6P+4E)/,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/512GB/저장 슬롯:3개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI 2.1/웹캠(HD)/,썬더볼트4:1개(USB-C겸용)/ USB-A: 3개 /,USB-PD/,RGB 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:57.5Wh/어댑터:280W/충전단자:DC/,두께:26.9mm/무게:2.5kg/ 쿨링팬: 2개 / 색상: 블랙,
106,MSI GL시리즈 Pulse GL76 12UEOK,"1,525,000",노트북,미포함(프리도스),43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR5/램 용량:8GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:240W/충전단자:DC/,두께:24.2mm/무게:2.66kg/ 쿨링팬: 2개 / 색상: 그레이,
107,MSI 모던시리즈 모던 15 B12M-i5,"550,000",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/250nit/,인텔/코어i5-12세대/i5-1235U (1.3GHz)/10코어(2P+8E)/,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,내장그래픽 / Iris Xe /,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 / MicroSD카드 /,USB-PD/ 리프트 힌지 /,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:39.3Wh/어댑터:65W/충전단자:DC/,두께:19.9mm/무게:1.7kg/ 색상: 블랙,
108,레노버 V15 Gen3 ABA 82TV0001KR,"559,000",노트북,미포함(프리도스),39.62cm(15.6인치)/1920x1080(FHD)/250nit/,AMD/라이젠5-4세대/5625U (2.3GHz)/헥사(6)코어/,DDR4/램 용량:4GB/3200MHz/ 램 교체: 가능(1슬롯) /,내장그래픽 / Radeon Graphics /,M.2(NVMe)/256GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 2개 /,TPM/ 웹캠OFF 지원 /고속충전/USB-PD/DP Alt Mode/,ㅡ형 방향키/숫자 키패드(4열)/,배터리:45Wh/어댑터:65W/충전단자:DC/,두께:19.9mm/무게:1.7kg/ 색상: 그레이,
109,한성컴퓨터 TFG7275,"1,208,990",노트북,미포함(프리도스),43.94cm(17.3인치)/1920x1080(FHD)/300nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050/TGP:75W/VRAM:4GB/,M.2(NVMe)/500GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI 2.1/mini DP/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,RGB 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:53.35Wh/어댑터:150W/충전단자:DC/,두께:28mm/무게:2.6kg/ 색상: 블랙,
110,MSI 사이보그 15 A12VE WIN11 32GB램,"1,369,990",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12650H (2.3GHz)/10코어(6P+4E)/,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX4050/TGP:40W/VRAM:6GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 2개 /,DP Alt Mode/,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:120W/충전단자:DC/,두께:22.9mm/무게:1.98kg/ 색상: 블랙,
111,APPLE 2023 맥북프로16 MNWA3KH/A,"4,354,000",노트북,macOS Ventura,41.0cm(16.2인치)/3456x2234/1000nit/주사율:120Hz/,애플(ARM) / 실리콘 M2 Max /12코어/,램 용량:32GB/ 램 교체: 불가능 /,내장그래픽 / M2 Max 38core /,SSD/1TB/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI/웹캠(FHD)/,썬더볼트4:3개(USB-C겸용)/ SD카드 /,지문 인식/고속충전/USB-PD/DP Alt Mode/,키보드 라이트/ㅗ형 방향키/,배터리:100Wh/어댑터:140W/충전단자:MagSafe 3/,두께:16.8mm/무게:2.16kg/ 색상: 그레이 / 16코어 Neural Engine / 최대 400GB/s 메모리 대역폭 / 미디어 엔진 (디코딩+2인코딩+2ProRes) / 노치형 디스플레이,
112,레노버 요가 Slim7 Pro 16IAH7 82VA0005KR,"2,118,000",노트북,윈도우11홈,40.64cm(16인치)/2560x1600(WQXGA)/500nit/주사율:120Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,LPDDR5(온보드)/램 용량:32GB/4800MHz/ 램 교체: 불가능 /,외장그래픽 /Arc A370M/VRAM:4GB/,M.2(NVMe)/1TB/저장 슬롯:1개/,무선랜:802.11ax(Wi-Fi 6)/,HDMI 2.0/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-A: 2개 / SD카드 /,얼굴 인식/ 웹캠OFF 지원 /고속충전/USB-PD/DP Alt Mode/,키보드 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:75Wh/충전단자:전용포트/,두께:17.4mm/무게:2.08kg/ 쿨링팬: 2개 / 색상: 그레이,
113,MSI 모던시리즈 모던 15 B7M-R7,"804,780",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/250nit/,AMD/라이젠7(Zen3)/ 7730U (2.0Hz) /옥타(8)코어/,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,내장그래픽 / Radeon Graphics /,M.2(NVMe)/512GB/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 / MicroSD카드 /,USB-PD/ 리프트 힌지 /,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:39.3Wh/어댑터:65W/충전단자:DC/,두께:19.9mm/무게:1.75kg/ 색상: 블랙,
114,MSI GP시리즈 Vector GP66 12UEO QHD OLED 16GB램,"1,075,620",노트북,미포함(프리도스),39.6cm(15.6인치)/2560x1440(QHD)/400nit/주사율:240Hz/,인텔/코어i7-12세대/i7-12650H (2.3GHz)/10코어(6P+4E)/,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX3060/TGP:140W/VRAM:6GB/논 옵티머스/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/mini DP/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/,배터리:65Wh/어댑터:240W/충전단자:DC/,두께:23.4mm/무게:2.38kg/ 쿨링팬: 2개 / 색상: 블랙,
115,레노버 V15 Gen3 ABA 82TV0030KR,"580,000",노트북,미포함(프리도스),39.62cm(15.6인치)/1920x1080(FHD)/300nit/,AMD/라이젠5-4세대/5625U (2.3GHz)/헥사(6)코어/,DDR4/램 용량:4GB/3200MHz/ 램 교체: 가능(1슬롯) /,내장그래픽 / Radeon Graphics /,M.2(NVMe)/256GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 2개 /,TPM/ 웹캠OFF 지원 /고속충전/USB-PD/DP Alt Mode/,ㅡ형 방향키/숫자 키패드(4열)/,배터리:45Wh/어댑터:65W/충전단자:DC/,두께:19.9mm/무게:1.7kg/ 색상: 그레이,
116,MSI GF시리즈 Sword GF76 B13VFK WIN11 64GB램,"1,718,080",노트북,윈도우11(설치),43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-13세대/i7-13620H (2.4GHz)/10코어(6P+4E)/,DDR5/램 용량:64GB/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:105W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/충전단자:DC/,두께:25.2mm/무게:2.6kg/ 쿨링팬: 2개 / 색상: 블랙,
117,MSI 모던시리즈 모던15 B11M-i5,"498,990",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/300nit/,인텔/코어i5-11세대/i5-1155G7 (2.5GHz)/쿼드(4)코어/,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,내장그래픽 / Iris Xe /,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 / MicroSD카드 /,USB-PD/ 리프트 힌지 /,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:39.3Wh/어댑터:65W/충전단자:DC/,두께:19.9mm/무게:1.7kg/ 색상: 블랙,
118,레노버 아이디어패드 Slim3-15IAU7 5D WIN11 16GB램,"657,030",노트북,윈도우11(설치),39.62cm(15.6인치)/1920x1080(FHD)/300nit/,인텔/코어i5-12세대/i5-1235U (1.3GHz)/10코어(2P+8E)/,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능(1슬롯) /,내장그래픽 / Iris Xe /,M.2(NVMe)/256GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 2개 / SD카드 /,웹캠OFF 지원 /,키보드 라이트/ㅡ형 방향키/숫자 키패드(4열)/,배터리:38Wh/충전단자:DC/,"두께:19.9mm/무게:1.63kg/ 색상: 그레이, 블루",
119,MSI GP시리즈 Vector GP76 12UGS QHD WIN11 32GB램,"2,769,000",노트북,윈도우11(설치),43.9cm(17.3인치)/2560x1440(QHD)/500nit/주사율:240Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/mini DP/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:65Wh/어댑터:280W/충전단자:DC/,두께:25.9mm/무게:2.9kg/ 색상: 블랙,
120,에이서 스위프트 엣지 OLED SFA16-41-R6RD,"1,298,990",노트북,윈도우11프로,40.8cm(16인치)/3840x2400(4K UHD)/500nit/,AMD/라이젠5 PRO-5세대/ 6650U (2.9GHz) /헥사(6)코어/,LPDDR5(온보드)/램 용량:16GB/6400MHz/ 램 교체: 불가능 /,내장그래픽 / Radeon 660M /,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI 2.1/웹캠(FHD)/,USB-C: 2개 / USB-A: 2개 /,지문 인식/TPM/USB-PD/,키보드 라이트/ㅡ형 방향키/,배터리:53.9Wh/어댑터:65W/충전단자:타입C/,두께:13.95mm/무게:1.17kg/ 색상: 블랙,
121,MSI GF시리즈 Sword GF76 B13VFK WIN11,"1,506,160",노트북,윈도우11(설치),43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-13세대/i7-13620H (2.4GHz)/10코어(6P+4E)/,DDR5/램 용량:16GB/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:105W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/충전단자:DC/,두께:25.2mm/무게:2.6kg/ 쿨링팬: 2개 / 색상: 블랙,
122,MSI GF시리즈 Sword GF76 A12UD WIN11 16GB램,"1,409,110",노트북,윈도우11(설치),43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050 Ti/TGP:60W/VRAM:4GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:180W/충전단자:DC/,두께:25.2mm/무게:2.6kg/ 색상: 블랙,
123,Razer Blade 15 Advanced 12Gen R3070Ti QHD,"3,011,000",노트북,윈도우11홈,39.62cm(15.6인치)/2560x1440(QHD)/주사율:240Hz/,인텔/코어i7-12세대/i7-12800H (2.4GHz)/ 14코어(6P+8E) /,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX3070 Ti/TGP:100W/VRAM:8GB/,M.2(NVMe)/1TB/저장 슬롯:1개/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI 2.1/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 / USB-A: 3개 / SD카드 /,얼굴 인식/TPM/USB-PD/,RGB 라이트/ㅡ형 방향키/,배터리:80Wh/어댑터:230W/충전단자:전용포트/,두께:16.99mm/무게:2.01kg/ 쿨링팬: 2개 / 색상: 블랙,
124,MSI 모던시리즈 모던15 B11M-i5 WIN11,"595,030",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/300nit/,인텔/코어i5-11세대/i5-1155G7 (2.5GHz)/쿼드(4)코어/,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,내장그래픽 / Iris Xe /,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 / MicroSD카드 /,USB-PD/ 리프트 힌지 /,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:39.3Wh/어댑터:65W/충전단자:DC/,두께:19.9mm/무게:1.7kg/ 색상: 블랙,
125,레노버 LEGION Pro 7i 16IRX i9 4080 Plus W11,"4,099,000",노트북,윈도우11홈,40.6cm(16인치)/2560x1600(WQXGA)/500nit/주사율:240Hz/,인텔/코어i9-13세대/i9-13900HX (2.2GHz)/ 24코어(8P+16E) /,DDR5/램 용량:32GB/ 램 교체: 가능 /,외장그래픽 /RTX4080/TGP:175W/VRAM:12GB/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI 2.1/웹캠(FHD)/,썬더볼트4:1개(USB-C겸용)/ USB-C: 1개 / USB-A: 4개 /,USB-PD/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:99.9Wh/충전단자:DC/,두께:21.95mm/무게:2.8kg/ 쿨링팬: 2개 / 색상: 블랙 / ADP 서비스 3년 / Premium Care 서비스 3년,
126,MSI GP시리즈 Vector GP76 12UGS WIN10 32GB램,"2,790,000",노트북,윈도우10,43.9cm(17.3인치)/1920x1080(FHD)/300nit/주사율:360Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,M.2(NVMe)/1TB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) / 유선랜:기가비트/,HDMI/mini DP/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:65Wh/어댑터:280W/충전단자:DC/,두께:25.9mm/무게:2.9kg/ 색상: 블랙,
127,MSI GF시리즈 Thin GF63 12VE-i5 WIN11 16GB램,"1,089,430",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i5-12세대/i5-12450H (2.0GHz)/옥타코어(4P+4E)/,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX4050/TGP:45W/VRAM:6GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,키보드 라이트/ㅗ형 방향키/,배터리:52.4Wh/어댑터:120W/충전단자:DC/,두께:21.7mm/무게:1.77kg/ 색상: 블랙,
128,MSI Pulse 15 B13VGK QHD,"2,250,600",노트북,미포함(프리도스),39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:240Hz/,인텔/코어i7-13세대/i7-13700H (2.4GHz)/ 14코어(6P+8E) /,DDR5/램 용량:16GB/ 램 교체: 가능 /,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:90Wh/어댑터:240W/충전단자:DC/,두께:26.9mm/무게:2.3kg/ 쿨링팬: 2개 / 색상: 그레이,
129,LG전자 2022 울트라PC 15UD50Q-GX50K WIN10 16GB램,"799,000",노트북,윈도우10,39.6cm(15.6인치)/1920x1080(FHD)/,인텔/코어i5-12세대/i5-1240P (1.7GHz)/12코어(4P+8E)/,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,내장그래픽 / UHD Graphics /,M.2(NVMe)/256GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 2개 / MicroSD카드 /,,ㅗ형 방향키/숫자 키패드(3열)/,배터리:49Wh/어댑터:65W/충전단자:DC/,두께:19.6mm/무게:1.8kg/ 색상: 화이트,
130,레노버 씽크패드 T14s Gen3 21CQ0007KR,"1,599,000",노트북,윈도우11프로,35.56cm(14인치)/1920x1200(WUXGA)/300nit/,AMD/라이젠7 PRO-5세대/ 6850U (2.7GHz) /옥타(8)코어/,LPDDR5(온보드)/램 용량:16GB/6400MHz/ 램 교체: 불가능 /,내장그래픽 / Radeon 680M /,M.2(NVMe)/256GB/저장 슬롯:1개/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI/웹캠(FHD)/,USB-C: 2개 / USB-A: 2개 /,얼굴 인식/ 지문인식(전원버튼) /TPM/ 웹캠OFF 지원 /고속충전/USB-PD/DP Alt Mode/MIL-STD/,키보드 라이트/ㅗ형 방향키/,배터리:57Wh/어댑터:65W/충전단자:타입C/,두께:16.9mm/무게:1.23kg/ 색상: 블랙,
131,MSI GF시리즈 Sword GF66 A12UC-i5 블랙,"890,000",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i5-12세대/i5-12450H (2.0GHz)/옥타코어(4P+4E)/,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:180W/충전단자:DC/,두께:24.9mm/무게:2.25kg/ 색상: 블랙,
132,MSI GF시리즈 Sword GF66 B13VFK WIN11 64GB램,"2,029,430",노트북,윈도우11(설치),39.62cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-13세대/i7-13620H (2.4GHz)/10코어(6P+4E)/,DDR5/램 용량:64GB/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:105W/VRAM:8GB/MUX 스위치/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/충전단자:DC/,두께:24.9mm/무게:2.25kg/ 쿨링팬: 2개 / 색상: 블랙,
133,ASUS 비보북 16X M1603QA-MB045,"527,990",노트북,미포함(프리도스),40.8cm(16인치)/1920x1200(WUXGA)/300nit/,AMD/라이젠5-4세대/5600H (3.3GHz)/헥사(6)코어/,DDR4/램 용량:8GB/,내장그래픽 / Radeon Graphics /,M.2(NVMe)/256GB/,무선랜:802.11ax(Wi-Fi 6)/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,웹캠OFF 지원 /MIL-STD/,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:50Wh/어댑터:90W/충전단자:DC/,두께:19.9mm/무게:1.8kg/ 쿨링팬: 1개 / 색상: 실버,
134,한성컴퓨터 TFX5560UW 세잔북,"848,000",노트북,윈도우11홈,39.62cm(15.6인치)/1920x1080(FHD)/350nit/,AMD/라이젠5-4세대/5600U (2.3GHz)/헥사(6)코어/,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,내장그래픽 / Radeon Graphics /,M.2(NVMe)/500GB/저장 슬롯:1개/,무선랜:802.11ac(Wi-Fi 5)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 / MicroSD카드 /,USB-PD/DP Alt Mode/,키보드 라이트/ㅡ형 방향키/숫자 키패드(3열)/,배터리:53.58Wh/어댑터:65W/충전단자:DC/,두께:21mm/무게:1.6kg/ 색상: 블랙,
135,LG전자 2022 그램15(12세대) 15ZD95Q-GX56K,"1,163,480",노트북,미포함(프리도스),39.6cm(15.6인치)/1920x1080(FHD)/350nit/,인텔/코어i5-12세대/i5-1235U (1.3GHz)/10코어(2P+8E)/,LPDDR4x(온보드) /램 용량:16GB/4266MHz/ 램 교체: 불가능 /,내장그래픽 / Iris Xe /,M.2(NVMe)/256GB/저장 슬롯:2개/,무선랜: 802.11ax(Wi-Fi 6E) /,HDMI 2.0/웹캠(HD)/,썬더볼트4:2개(USB-C겸용)/ USB-A: 2개 / MicroSD카드 /,지문 인식/USB-PD/MIL-STD/,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:80Wh/어댑터:65W/충전단자:타입C/,두께:17.4mm/무게:1.14kg/ 색상: 화이트,
136,한성컴퓨터 TFX5625UC,"698,980",노트북,미포함(프리도스),39.62cm(15.6인치)/1920x1080(FHD)/300nit/,AMD/라이젠5-4세대/5625U (2.3GHz)/헥사(6)코어/,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,내장그래픽 / Radeon Graphics /,M.2(NVMe)/250GB/저장 슬롯:1개/,무선랜:802.11ac(Wi-Fi 5)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 / MicroSD카드 /,USB-PD/DP Alt Mode/,RGB 라이트/ㅗ형 방향키/숫자 키패드(4열)/,배터리:49Wh/어댑터:65W/충전단자:DC/,두께:20mm/무게:1.6kg/ 쿨링팬: 1개 / 색상: 블랙,
137,MSI 크로스헤어 17 B12UGSZ,"1,750,000",노트북,미포함(프리도스),43.9cm(17.3인치)/1920x1080(FHD)/300nit/주사율:360Hz/,인텔/코어i7-12세대/i7-12700H (2.3GHz)/ 14코어(6P+8E) /,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,외장그래픽 /RTX3070 Ti/TGP:140W/VRAM:8GB/,M.2(NVMe)/512GB/저장 슬롯:2개/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 3개 /,,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:90Wh/어댑터:240W/충전단자:DC/,두께:27.2mm/무게:2.8kg/ 색상: 블랙,
138,MSI 사이보그 15 A12VF WIN11 64GB램,"1,554,360",노트북,윈도우11(설치),39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,인텔/코어i7-12세대/i7-12650H (2.3GHz)/10코어(6P+4E)/,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,외장그래픽 /RTX4060/TGP:45W/VRAM:8GB/,M.2(NVMe)/512GB/,무선랜:802.11ax(Wi-Fi 6)/ 유선랜:기가비트/,HDMI/웹캠(HD)/,USB-C: 1개 / USB-A: 2개 /,DP Alt Mode/,키보드 라이트/ㅗ형 방향키/숫자 키패드(3열)/,배터리:53.5Wh/어댑터:120W/충전단자:DC/,두께:22.9mm/무게:1.98kg/ 색상: 블랙,
