id,제조사,이름,배터리,이미지,cpu,램 용량,램 상세,화면크기,화면상세,그래픽,저장용량,저장용량 상세,무게,가격
645,MSI,사이보그 15 A12VE-i5 WIN11 64GB램,90.00,https://img.danawa.com/prod_img/500000/401/247/img/20247401_1.jpg?shrink=130:130&_v=20230605141413,인텔 코어i9-12세대  i9-12900HX (2.3GHz)   16코어(8P+8E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,16,40.6cm(16인치)/2560x1600(WQXGA)/500nit/주사율:240Hz/,외장그래픽 /RTX4080/TGP:175W/VRAM:12GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.67,3797590
646,MSI,사이보그 15 A12VE-i5 64GB램,99.90,https://img.danawa.com/prod_img/500000/400/143/img/20143400_1.jpg?shrink=130:130&_v=20230515105700,인텔 코어i9-13세대 i9-13950HX (2.2GHz)  24코어(8P+16E),64,DDR5/램 용량:64GB/ 램 교체: 가능 /,17,43.1cm(17인치)/2560x1600(WQXGA)/400nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,3.10,3506190
647,MSI,크리에이터 Z16 HX Studio B13VFTO-i9 32GB램,99.90,https://img.danawa.com/prod_img/500000/388/143/img/20143388_1.jpg?shrink=130:130&_v=20230515105711,인텔 코어i9-13세대 i9-13950HX (2.2GHz)  24코어(8P+16E),64,DDR5/램 용량:64GB/ 램 교체: 가능 /,17,43.1cm(17인치)/2560x1600(WQXGA)/400nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,3.10,3590790
648,MSI,GF시리즈 Sword GF66 A12UC-i5 블랙 WIN11 64GB램,99.90,https://img.danawa.com/prod_img/500000/853/999/img/19999853_1.jpg?shrink=130:130&_v=20230502164156,인텔 코어i9-13세대 i9-13900H (2.6GHz)  14코어(6P+8E),32,DDR5/램 용량:32GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/3840x2160(4K UHD)/500nit/주사율:120Hz/,외장그래픽 /RTX4060/TGP:105W/VRAM:8GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.80,2870000
649,MSI,모던시리즈 모던14 C12M-i5,99.90,https://img.danawa.com/prod_img/500000/210/712/img/19712210_1.jpg?shrink=130:130&_v=20230410163802,인텔 코어i7-13세대 i7-13700H (2.4GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:105W/VRAM:8GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.80,3190000
650,MSI,모던시리즈 모던15 B5M-R5 WIN10,99.90,https://img.danawa.com/prod_img/500000/503/644/img/19644503_1.jpg?shrink=130:130&_v=20230405142433,인텔 코어i7-13세대 i7-13700H (2.4GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:105W/VRAM:8GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.80,2680000
651,MSI,모던시리즈 모던14 C5M-R7 WIN11,53.50,https://img.danawa.com/prod_img/500000/230/521/img/19521230_1.jpg?shrink=130:130&_v=20230327145342,인텔 코어i5-12세대 i5-12450H (2.0GHz) 옥타코어(4P+4E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4060/TGP:45W/VRAM:8GB/,512,M.2(NVMe)/512GB/,1.98,1730000
652,Razer,Blade Pro 17 12Gen R3070Ti QHD MAX,53.50,https://img.danawa.com/prod_img/500000/863/518/img/19518863_1.jpg?shrink=130:130&_v=20230327134209,인텔 코어i5-12세대 i5-12450H (2.0GHz) 옥타코어(4P+4E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4050/TGP:40W/VRAM:6GB/,512,M.2(NVMe)/512GB/,1.98,1660000
653,한성컴퓨터,TFG5597XGW W11,53.50,https://img.danawa.com/prod_img/500000/845/518/img/19518845_1.jpg?shrink=130:130&_v=20230327134133,인텔 코어i5-12세대 i5-12450H (2.0GHz) 옥타코어(4P+4E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4050/TGP:40W/VRAM:6GB/,512,M.2(NVMe)/512GB/,1.98,1590000
654,한성컴퓨터,Bossmonster GTS63 T9H7Q24W 64GB램,90.00,https://img.danawa.com/prod_img/500000/011/530/img/19530011_1.jpg?shrink=130:130&_v=20230328092749,인텔 코어i9-13세대 i9-13950HX (2.2GHz)  24코어(8P+16E),32,DDR5/램 용량:32GB/ 램 교체: 가능 /,16,40.6cm(16인치)/2560x1600(WQXGA)/400nit/주사율:120Hz/,외장그래픽 /RTX4060/TGP:90W/VRAM:8GB/,1000,M.2(NVMe)/1TB/,2.35,3320000
655,MSI,GF시리즈 Sword GF66 A12UE 블랙 WIN10 64GB램,53.50,https://img.danawa.com/prod_img/500000/529/711/img/19711529_1.jpg?shrink=130:130&_v=20230410161611,인텔 코어i5-12세대 i5-12450H (2.0GHz) 옥타코어(4P+4E),64,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.25,1240000
656,MSI,GF시리즈 Sword GF66 A12UE 화이트 WIN10,39.30,https://img.danawa.com/prod_img/500000/286/950/img/17950286_1.jpg?shrink=130:130&_v=20221006164933,인텔 코어i5-12세대 i5-1235U (1.3GHz) 10코어(2P+8E),8,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,14,35.5cm(14인치)/1920x1080(FHD)/300nit/,내장그래픽 / Iris Xe /,512,M.2(NVMe)/512GB/,1.40,770000
657,MSI,Stealth 17 Studio A13VG-i9 QHD WIN11 32GB램,39.30,https://img.danawa.com/prod_img/500000/829/971/img/17971829_1.jpg?shrink=130:130&_v=20221012094218,AMD 라이젠5-4세대 5625U (2.3GHz) 헥사(6)코어,8,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/,내장그래픽 / Radeon Graphics /,512,M.2(NVMe)/512GB/,1.75,759000
658,MSI,사이보그 15 A12VF-i5 64GB램,39.30,https://img.danawa.com/prod_img/500000/682/932/img/17932682_1.jpg?shrink=130:130&_v=20221005104524,AMD 라이젠7-4세대 5825U (2.0GHz) 옥타(8)코어,8,DDR4(온보드)/램 용량:8GB/3200MHz/ 램 교체: 불가능 /,14,35.5cm(14인치)/1920x1080(FHD)/300nit/,내장그래픽 / Radeon Graphics /,512,M.2(NVMe)/512GB/,1.40,775780
659,MSI,GT시리즈 Titan GT77 HX 13VI-i9 4K Mini LED W11 96GB램,82.00,https://img.danawa.com/prod_img/500000/561/762/img/17762561_1.jpg?shrink=130:130&_v=20230417145346,인텔 코어i9-12세대 i9-12900H (2.5GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.50,3489990
660,MSI,GF시리즈 Thin GF63 12VE-i5 WIN11 64GB램,62.32,https://img.danawa.com/prod_img/500000/397/792/img/16792397_1.jpg?shrink=130:130&_v=20220429092734,AMD 라이젠9-4세대 5900HX (3.3GHz) 옥타(8)코어,16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/2560x1440(QHD)/300nit/주사율:165Hz/,외장그래픽 /RTX3070/TGP:140W/VRAM:8GB/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,1.70,1702070
661,한성컴퓨터,TFG7275T 8GB램,73.00,https://img.danawa.com/prod_img/500000/509/265/img/20265509_1.jpg?shrink=130:130&_v=20230522160227,인텔 코어i9-13세대 i9-13900H (2.6GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/350nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:140W/VRAM:8GB/MUX 스위치/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.50,2507000
662,MSI,GF시리즈 Sword GF66 A12UE 화이트 32GB램,53.50,https://img.danawa.com/prod_img/500000/185/398/img/16398185_1.jpg?shrink=130:130&_v=20220215110335,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.25,1910180
663,MSI,GS시리즈 Stealth GS77 12UHS-i7 4K W11,53.50,https://img.danawa.com/prod_img/500000/957/397/img/16397957_1.jpg?shrink=130:130&_v=20220317104417,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.25,1829000
664,한성컴퓨터,TFG7276LC,99.90,https://img.danawa.com/prod_img/500000/120/790/img/19790120_1.jpg?shrink=130:130&_v=20230414171435,인텔 코어i9-13세대 i9-13900H (2.6GHz)  14코어(6P+8E),32,DDR5/램 용량:32GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:105W/VRAM:8GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.80,3290000
665,MSI,Stealth 15M B12UE 32GB램,53.50,https://img.danawa.com/prod_img/500000/176/521/img/19521176_1.jpg?shrink=130:130&_v=20230327145254,인텔 코어i5-12세대 i5-12450H (2.0GHz) 옥타코어(4P+4E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4060/TGP:45W/VRAM:8GB/,512,M.2(NVMe)/512GB/,1.98,1630000
666,MSI,GE시리즈 레이더 GE66 12UGS QHD WIN10,99.90,https://img.danawa.com/prod_img/500000/237/121/img/19121237_1.jpg?shrink=130:130&_v=20230223144756,인텔 코어i9-13세대 i9-13980HX (2.2GHz)  24코어(8P+16E),9999,DDR5/램 용량: 96GB / 램 교체: 가능 /,17.3,43.9cm(17.3인치)/3840x2160(4K UHD)/1000nit/주사율:144Hz/,외장그래픽 /RTX4090/TGP:175W/VRAM:16GB/MUX 스위치/,4000,M.2(NVMe)/4TB/저장 슬롯:3개/,3.30,7690000
667,MSI,GF시리즈 Sword GF66 A12UD 화이트,52.40,https://img.danawa.com/prod_img/500000/787/120/img/19120787_1.jpg?shrink=130:130&_v=20230223123522,인텔 코어i5-12세대 i5-12450H (2.0GHz) 옥타코어(4P+4E),64,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX4050/TGP:45W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.77,1361290
668,MSI,브라보 15 B5ED-R5 16GB램,53.35,https://img.danawa.com/prod_img/500000/861/977/img/18977861_1.jpg?shrink=130:130&_v=20230209131948,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/1920x1080(FHD)/300nit/주사율:144Hz/,외장그래픽 /RTX3050 Ti/TGP:75W/VRAM:4GB/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.60,1239000
669,레노버,요가 Slim7 Pro 14IAP7 82SV005DKR,53.50,https://img.danawa.com/prod_img/500000/684/397/img/16397684_1.jpg?shrink=130:130&_v=20220215105011,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),32,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.25,1890000
670,한성컴퓨터,TFX5560UW 세잔북,99.90,https://img.danawa.com/prod_img/500000/576/264/img/17264576_1.jpg?shrink=130:130&_v=20230511092556,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/3840x2160(4K UHD)/500nit/주사율:120Hz/,외장그래픽 /RTX3080 Ti/TGP:105W/VRAM:16GB/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.80,4499000
671,레노버,요가 Slim7 Carbon 14ACN6 82L00055KR,62.32,https://img.danawa.com/prod_img/500000/943/960/img/16960943_1.jpg?shrink=130:130&_v=20220622101618,인텔 코어i9-12세대 i9-12900H (2.5GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/1920x1080(FHD)/300nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:140W/VRAM:6GB/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.50,1659000
672,MSI,모던시리즈 모던14 B5M-R5 WIN10 16GB램,53.80,https://img.danawa.com/prod_img/500000/545/896/img/16896545_1.jpg?shrink=130:130&_v=20220721093401,인텔 코어i7-12세대 i7-1280P (1.8GHz)  14코어(6P+8E),32,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:75W/VRAM:6GB/,512,M.2(NVMe)/512GB/,1.80,1768360
673,MSI,써밋 E16 Flip EVO A11MT,99.90,https://img.danawa.com/prod_img/500000/468/793/img/16793468_1.jpg?shrink=130:130&_v=20220608124241,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/4800MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX3070 Ti/TGP:150W/VRAM:8GB/논 옵티머스/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.38,2999000
674,MSI,Stealth 17 Studio A13VG-i9 QHD 32GB램,53.50,https://img.danawa.com/prod_img/500000/903/421/img/16421903_1.jpg?shrink=130:130&_v=20220221162925,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050 Ti/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.25,1199000
675,MSI,Stealth 17 Studio A13VG-i9 QHD WIN11,53.50,https://img.danawa.com/prod_img/500000/861/954/img/17954861_1.jpg?shrink=130:130&_v=20221007133042,AMD 라이젠5-4세대 5600H (3.3GHz) 헥사(6)코어,16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /라데온 RX 6500M/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.35,955000
676,LG전자,그램 스타일16 16Z90RS-GA70K,61.00,https://img.danawa.com/prod_img/500000/610/674/img/17674610_1.jpg?shrink=130:130&_v=20220817163027,인텔 코어i5-12세대 i5-1240P (1.7GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/4800MHz/ 램 교체: 불가능 /,14,35.56cm(14인치)/2880x1800(WQXGA+)/400nit/주사율:90Hz/,내장그래픽 / Iris Xe /,512,M.2(NVMe)/512GB/저장 슬롯:1개/,1.32,1409000
677,한성컴퓨터,TFX5625UC 8GB램,53.58,https://img.danawa.com/prod_img/500000/866/245/img/16245866_1.jpg?shrink=130:130&_v=20230330092422,AMD 라이젠5-4세대 5600U (2.3GHz) 헥사(6)코어,16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/1920x1080(FHD)/350nit/,내장그래픽 / Radeon Graphics /,500,M.2(NVMe)/500GB/저장 슬롯:1개/,1.60,848000
678,MSI,GF시리즈 Sword GF66 A12UE 베이직 블랙 WIN11 64GB램,61.00,https://img.danawa.com/prod_img/500000/338/167/img/16167338_1.jpg?shrink=130:130&_v=20220228153411,AMD 라이젠5-4세대 5600U (2.3GHz) 헥사(6)코어,16,LPDDR4x(온보드) /램 용량:16GB/4266MHz/ 램 교체: 불가능 /,14,35.56cm(14인치)/2880x1800(WQXGA+)/600nit/주사율:90Hz/,외장그래픽 /MX450/VRAM:2GB/,512,M.2(NVMe)/512GB/저장 슬롯:1개/,1.09,1589900
679,MSI,GS시리즈 Stealth GS77 12UGS QHD 64GB램,39.00,https://img.danawa.com/prod_img/500000/377/867/img/15867377_1.jpg?shrink=130:130&_v=20211207095401,AMD 라이젠5-4세대 5500U (2.1GHz) 헥사(6)코어,16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,14,35.56cm(14인치)/1920x1080(FHD)/250nit/,내장그래픽 / Radeon Graphics /,512,M.2(NVMe)/512GB/,1.30,830000
680,MSI,GF시리즈 Sword GF66 A12UE 화이트 WIN10 32GB램,82.00,https://img.danawa.com/prod_img/500000/312/473/img/15473312_1.jpg?shrink=130:130&_v=20220208174906,인텔 코어i7-11세대 i7-1195G7 (2.9GHz) 쿼드(4)코어,16,LPDDR4x(온보드) /램 용량:16GB/ 램 교체: 불가능 /,16,40.8cm(16인치)/2560x1600(WQXGA)/400nit/주사율:120Hz/,내장그래픽 / Iris Xe /,1000,M.2(NVMe)/1TB/,2.00,1870000
681,MSI,크리에이터 M16 A12UC WIN10,99.90,https://img.danawa.com/prod_img/500000/129/790/img/19790129_1.jpg?shrink=130:130&_v=20230414171512,인텔 코어i9-13세대 i9-13900H (2.6GHz)  14코어(6P+8E),32,DDR5/램 용량:32GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:105W/VRAM:8GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.80,3190000
682,MSI,GF시리즈 Sword GF76 A11UE 블랙 WIN10,99.90,https://img.danawa.com/prod_img/500000/343/789/img/19789343_1.jpg?shrink=130:130&_v=20230414163544,인텔 코어i9-13세대 i9-13900H (2.6GHz)  14코어(6P+8E),16,DDR5/램 용량:16GB/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX4070/TGP:105W/VRAM:8GB/MUX 스위치/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.80,3170000
683,MSI,GE시리즈 레이더 GE76 12UH QHD WIN11,80.00,https://img.danawa.com/prod_img/500000/024/381/img/20381024_1.jpg?shrink=130:130&_v=20230601095800,인텔 코어i7-13세대 i7-1360P (2.2GHz) 12코어(4P+8E),16,LPDDR5(온보드)/램 용량:16GB/6000MHz/ 램 교체: 불가능 /,16,40.6cm(16인치)/3200x2000(WQHD+)/400nit/주사율:120Hz/,내장그래픽 / Iris Xe /,250,M.2(NVMe)/250GB/저장 슬롯:2개/,1.23,2659760
684,한성컴퓨터,Bossmonster GTS63 T9H6Q24W 32GB램,49.00,https://img.danawa.com/prod_img/500000/078/737/img/18737078_1.jpg?shrink=130:130&_v=20230112093134,AMD 라이젠5-4세대 5625U (2.3GHz) 헥사(6)코어,8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,15.6,39.62cm(15.6인치)/1920x1080(FHD)/300nit/,내장그래픽 / Radeon Graphics /,250,M.2(NVMe)/250GB/저장 슬롯:1개/,1.60,679000
685,한성컴퓨터,TFG7275 8GB램,53.50,https://img.danawa.com/prod_img/500000/382/613/img/18613382_1.jpg?shrink=130:130&_v=20230420090331,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR4/램 용량:64GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.25,1792540
686,MSI,GF시리즈 Sword GF76 A12UC 포스 WIN11,99.90,https://img.danawa.com/prod_img/500000/004/677/img/17677004_1.jpg?shrink=130:130&_v=20220818090336,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),64,DDR5/램 용량:64GB/4800MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX3070 Ti/TGP:105W/VRAM:8GB/,1000,M.2(NVMe)/1TB/저장 슬롯:2개/,2.80,2838790
687,MSI,GF시리즈 GF63 Thin 11UD-i5 32GB램,53.50,https://img.danawa.com/prod_img/500000/984/397/img/16397984_1.jpg?shrink=130:130&_v=20220215105726,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),32,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.25,1990000
688,MSI,크리에이터 M16 A12UC 32GB램,53.50,https://img.danawa.com/prod_img/500000/136/441/img/16441136_1.jpg?shrink=130:130&_v=20220224161725,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,16,40.6cm(16인치)/2560x1600(WQXGA)/500nit/,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.26,1489990
689,MSI,GF시리즈 Sword GF76 A12UE 포스 16GB램,53.50,https://img.danawa.com/prod_img/500000/033/822/img/14822033_1.jpg?shrink=130:130&_v=20211022102254,인텔 코어i7-11세대 i7-11800H (2.3GHz) 옥타(8)코어,16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:85W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,1690000
690,MSI,GP시리즈 Vector GP76 12UH-i7 WIN11,99.90,https://img.danawa.com/prod_img/500000/396/765/img/17765396_1.jpg?shrink=130:130&_v=20220901104111,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),32,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/2560x1440(QHD)/300nit/주사율:240Hz/,외장그래픽 /RTX3080/TGP:165W/VRAM:8GB/논 옵티머스/,2000,M.2(NVMe)/2TB/저장 슬롯:2개/,2.90,3990000
691,MSI,GE시리즈 레이더 GE66 12UGS QHD 32GB램,73.00,https://img.danawa.com/prod_img/500000/623/265/img/20265623_1.jpg?shrink=130:130&_v=20230522160504,인텔 코어i9-13세대 i9-13900H (2.6GHz)  14코어(6P+8E),32,DDR5/램 용량:32GB/4800MHz/ 램 교체: 가능 /,16,40.64cm(16인치)/2560x1600(WQXGA)/350nit/주사율:240Hz/,외장그래픽 /RTX4060/TGP:140W/VRAM:8GB/MUX 스위치/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.50,2047000
692,Razer,Blade 14 R9 Zen3 R3080 QHD,53.35,https://img.danawa.com/prod_img/500000/005/978/img/18978005_1.jpg?shrink=130:130&_v=20230209132406,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,17.3,43.94cm(17.3인치)/1920x1080(FHD)/300nit/주사율:144Hz/,외장그래픽 /RTX3050/TGP:75W/VRAM:4GB/,500,M.2(NVMe)/500GB/저장 슬롯:2개/,2.60,1189000
693,MSI,GP시리즈 Vector GP66 12UGSO QHD WIN11 64GB램,53.50,https://img.danawa.com/prod_img/500000/053/876/img/18876053_1.jpg?shrink=130:130&_v=20230413090840,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),8,DDR4/램 용량:8GB/3200MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.60,1262040
694,MSI,GS시리즈 Stealth GS77 12UH QHD W11 64GB램,52.40,https://img.danawa.com/prod_img/500000/580/677/img/17677580_1.jpg?shrink=130:130&_v=20220818100228,인텔 코어i5-11세대 i5-11400H (2.7GHz) 헥사(6)코어,32,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,15.6,39.6cm(15.6인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3050 Ti/TGP:40W/VRAM:4GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,1.77,1062190
695,MSI,GF시리즈 Sword GF76 A12UE 포스 WIN11 16GB램,53.50,https://img.danawa.com/prod_img/500000/331/441/img/16441331_1.jpg?shrink=130:130&_v=20220224162144,인텔 코어i7-12세대 i7-12700H (2.3GHz)  14코어(6P+8E),32,DDR4/램 용량:32GB/3200MHz/ 램 교체: 가능 /,16,40.6cm(16인치)/2560x1600(WQXGA)/500nit/,외장그래픽 /RTX3050/TGP:60W/VRAM:4GB/,512,M.2(NVMe)/512GB/,2.26,1498990
696,한성컴퓨터,TFG5275T 8GB램,53.50,https://img.danawa.com/prod_img/500000/501/241/img/19241501_1.jpg?shrink=130:130&_v=20230307124029,인텔 코어i7-12세대 i7-12650H (2.3GHz) 10코어(6P+4E),16,DDR4/램 용량:16GB/3200MHz/ 램 교체: 가능 /,17.3,43.9cm(17.3인치)/1920x1080(FHD)/250nit/주사율:144Hz/,외장그래픽 /RTX3060/TGP:105W/VRAM:6GB/,512,M.2(NVMe)/512GB/저장 슬롯:2개/,2.60,1571700
